measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Peru,Both,All Ages,Substance use disorders,Number,1990,415515.012167,459813.787465,375858.308068
Prevalence,Croatia,Both,All Ages,Mental disorders,Number,1990,586325.215188,613450.146726,559734.98908
Prevalence,Samoa,Both,All Ages,Mental disorders,Number,1990,16442.7033048,17443.4939198,15432.968624
Prevalence,Chihuahua,Both,All Ages,Substance use disorders,Number,1990,66718.4270839,72837.6804358,60967.2268256
Prevalence,Algeria,Both,All Ages,Mental disorders,Number,1990,3286044.69662,3504096.84823,3088558.96238
Prevalence,Washington,Both,All Ages,Mental disorders,Number,1990,819473.921157,856517.1295,784296.04357
Prevalence,Global,Both,All Ages,Mental disorders,Number,1991,681239822.595,721987269.297,643207502.247
Prevalence,High SDI,Both,All Ages,Mental disorders,Number,1990,138233948.281,143645997.93,133161045.861
Prevalence,Tonga,Both,All Ages,Mental disorders,Number,1990,9555.91829403,10125.8550983,8970.19672875
Prevalence,Nebraska,Both,All Ages,Mental disorders,Number,1990,255131.219323,266991.39388,243989.519041
Prevalence,South Africa,Both,All Ages,Mental disorders,Number,1990,4347290.25875,4580356.28463,4140445.27222
Prevalence,Sinaloa,Both,All Ages,Substance use disorders,Number,1990,43185.1836828,47583.4060414,39061.7896805
Prevalence,Sao Tome and Principe,Both,All Ages,Mental disorders,Number,1990,12095.6426424,12824.2752006,11338.6528898
Prevalence,San Luis Potosí,Both,All Ages,Mental disorders,Number,1990,192922.285207,203297.451073,182419.99541
Prevalence,Egypt,Both,All Ages,Substance use disorders,Number,1990,914655.138106,1044051.86758,811018.167217
Prevalence,Senegal,Both,All Ages,Mental disorders,Number,1990,740935.310804,788298.890529,695853.575191
Prevalence,Uruguay,Both,All Ages,Mental disorders,Number,1990,452182.94793,472333.639928,433196.964235
Prevalence,High-income Asia Pacific,Both,All Ages,Mental disorders,Number,1990,20096079.4402,20975934.9615,19278032.8739
Prevalence,WHO region,Both,All Ages,Substance use disorders,Number,1990,116422065.76,125734322.354,106573054.79
Prevalence,Sudan,Both,All Ages,Substance use disorders,Number,1990,290688.4747,325466.987722,259371.646167
Prevalence,Belgium,Both,All Ages,Mental disorders,Number,1991,1407431.64007,1462250.55758,1356758.88379
Prevalence,Quintana Roo,Both,All Ages,Substance use disorders,Number,1990,10834.9882407,11924.9604558,9824.78597466
Prevalence,Guanajuato,Both,All Ages,Substance use disorders,Number,1990,85019.2788043,93494.80205,77187.3473298
Prevalence,North Kalimantan,Both,All Ages,Substance use disorders,Number,1990,2691.19759513,3067.57126156,2362.72727792
Prevalence,Czech Republic,Both,All Ages,Substance use disorders,Number,1990,259729.969914,282806.715968,238779.180242
Prevalence,Nigeria,Both,All Ages,Mental disorders,Number,1990,9573364.94095,10166506.9395,8998020.02231
Prevalence,Nevada,Both,All Ages,Mental disorders,Number,1990,206292.966201,216327.684356,197341.166206
Prevalence,Washington,Both,All Ages,Substance use disorders,Number,1990,216835.959833,237767.04989,196921.875799
Prevalence,Low SDI,Both,All Ages,Mental disorders,Number,1990,87590807.176,95954637.7334,79684958.5123
Prevalence,Montana,Both,All Ages,Substance use disorders,Number,1991,34137.5973486,37035.4893049,31097.8898143
Prevalence,Costa Rica,Both,All Ages,Mental disorders,Number,1990,296990.823188,312346.812383,281613.947581
Prevalence,Sweden,Both,All Ages,Mental disorders,Number,1990,1315965.51358,1374354.87092,1260713.53266
Prevalence,Nebraska,Both,All Ages,Substance use disorders,Number,1990,52995.2433625,58099.6495113,48124.9004737
Prevalence,Low-middle SDI,Both,All Ages,Mental disorders,Number,1990,133910358.133,145177247.748,123047360.877
Prevalence,Europe,Both,All Ages,Mental disorders,Number,1990,107936832.414,112386246.642,103828481.947
Prevalence,Tonga,Both,All Ages,Substance use disorders,Number,1990,1452.17220661,1607.97801167,1307.52544451
Prevalence,Sierra Leone,Both,All Ages,Mental disorders,Number,1990,386765.009209,412168.0571,362546.459313
Prevalence,Zimbabwe,Both,All Ages,Mental disorders,Number,1990,1016776.18194,1082134.93285,957599.99092
Prevalence,Djibouti,Both,All Ages,Substance use disorders,Number,1990,8717.78189325,9882.69990504,7643.55153915
Prevalence,Algeria,Both,All Ages,Substance use disorders,Number,1990,406395.966488,454905.99783,362792.477701
Prevalence,Poland,Both,All Ages,Mental disorders,Number,1990,4217018.76871,4424139.32899,4009590.10496
Prevalence,Durango,Both,All Ages,Mental disorders,Number,1990,130147.409718,137184.507181,123178.370543
Prevalence,Malaysia,Both,All Ages,Mental disorders,Number,1990,1909309.11011,2031382.7779,1796926.6011
Prevalence,Solomon Islands,Both,All Ages,Mental disorders,Number,1990,33950.9401933,36482.332723,31527.6261191
Prevalence,Timor-Leste,Both,All Ages,Mental disorders,Number,1990,93628.2253761,103102.024868,84465.4799027
Prevalence,Malaysia,Both,All Ages,Substance use disorders,Number,1990,211341.474668,236350.846129,190092.477847
Prevalence,Luxembourg,Both,All Ages,Substance use disorders,Number,1990,9083.78993784,9890.53478171,8325.57651617
Prevalence,Antigua and Barbuda,Both,All Ages,Substance use disorders,Number,1990,1603.67169861,1754.12004768,1454.61887086
Prevalence,West Sulawesi,Both,All Ages,Mental disorders,Number,1990,79620.0863412,86738.4853433,72592.3463237
Prevalence,Luxembourg,Both,All Ages,Mental disorders,Number,1990,57229.3417136,59569.196143,55047.1332395
Prevalence,Western Sub-Saharan Africa,Both,All Ages,Mental disorders,Number,1990,19849841.7301,21141144.3239,18563349.4523
Prevalence,Asia,Both,All Ages,Substance use disorders,Number,1990,58828370.8025,64033706.2814,53700553.3525
Prevalence,Wisconsin,Both,All Ages,Mental disorders,Number,1990,798766.74517,835627.498691,762947.713424
Prevalence,Asia,Both,All Ages,Mental disorders,Number,1990,389202143.241,417070503.312,362414044.633
Prevalence,Eastern Sub-Saharan Africa,Both,All Ages,Mental disorders,Number,1990,21405845.147,22914538.613,19993301.3619
Prevalence,Nepal,Both,All Ages,Substance use disorders,Number,1990,294754.992788,326074.510075,264824.055928
Prevalence,Low-middle SDI,Both,All Ages,Substance use disorders,Number,1990,17903083.0219,19561808.0464,16296310.4798
Prevalence,Qatar,Both,All Ages,Substance use disorders,Number,1991,14798.3160846,16673.4764189,13103.5515408
Prevalence,Southeast Asia,Both,All Ages,Mental disorders,Number,1990,51819516.6889,55827817.3275,47931760.4205
Prevalence,Pakistan,Both,All Ages,Mental disorders,Number,1990,11771344.6402,12741622.2608,10886175.2122
Prevalence,Sudan,Both,All Ages,Mental disorders,Number,1990,3173410.37946,3491633.37706,2864691.90446
Prevalence,New Jersey,Both,All Ages,Mental disorders,Number,1990,1276829.73562,1337423.18784,1222609.94276
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,All Ages,Mental disorders,Number,1991,192448859.354,203141356.835,182732631.663
Prevalence,Tropical Latin America,Both,All Ages,Substance use disorders,Number,1990,4655537.36989,5114576.99018,4222454.64143
Prevalence,Mexico City,Both,All Ages,Substance use disorders,Number,1990,192829.793242,211938.578328,176065.006984
Prevalence,High-income,Both,All Ages,Substance use disorders,Number,1990,25336486.3699,27238644.0355,23439503.451
Prevalence,Latin America and Caribbean,Both,All Ages,Substance use disorders,Number,1990,9766800.27079,10662826.9549,8907072.47864
Prevalence,United Kingdom,Both,All Ages,Mental disorders,Number,1991,8203810.78282,8560104.75019,7868699.89134
Prevalence,Mongolia,Both,All Ages,Mental disorders,Number,1991,218944.332089,233532.011168,205512.688548
Prevalence,El Salvador,Both,All Ages,Mental disorders,Number,1990,525086.049661,555169.286908,496591.780777
Prevalence,South Asia,Both,All Ages,Mental disorders,Number,1990,152067548.534,168414372.25,136460833.733
Prevalence,Mongolia,Both,All Ages,Substance use disorders,Number,1991,46194.7237219,51093.2765152,41389.4929669
Prevalence,San Luis Potosí,Both,All Ages,Substance use disorders,Number,1990,44288.3455353,48817.8145215,40049.8359031
Prevalence,Macedonia,Both,All Ages,Mental disorders,Number,1990,217983.037655,229009.175406,207813.905521
Prevalence,Ethiopia,Both,All Ages,Substance use disorders,Number,1990,822789.322447,917657.484297,735003.367787
Prevalence,Northern Ireland,Both,All Ages,Mental disorders,Number,1990,262253.970979,272641.926487,252328.435839
Prevalence,Congo,Both,All Ages,Substance use disorders,Number,1991,43935.5815402,48635.9034672,39669.4071882
Prevalence,Guinea-Bissau,Both,All Ages,Substance use disorders,Number,1991,10937.1841717,12136.9681868,9810.61441321
Prevalence,North America,Both,All Ages,Mental disorders,Number,1990,45246414.9548,47245155.2055,43375492.2415
Prevalence,South Asia,Both,All Ages,Substance use disorders,Number,1990,17780023.9869,19666977.9503,15968181.6488
Prevalence,Chihuahua,Both,All Ages,Mental disorders,Number,1990,241893.379954,254933.897335,229708.058224
Prevalence,Bolivia,Both,All Ages,Substance use disorders,Number,1990,137091.495982,149534.44892,124928.630845
Prevalence,Wakayama,Both,All Ages,Substance use disorders,Number,1990,12999.1734717,14372.4547555,11855.3648667
Prevalence,Hidalgo,Both,All Ages,Mental disorders,Number,1990,181681.172959,191723.346011,171788.516638
Prevalence,Eritrea,Both,All Ages,Substance use disorders,Number,1990,49281.0900895,55331.8221659,43751.3799769
Prevalence,Sinaloa,Both,All Ages,Mental disorders,Number,1990,216090.746551,227740.719981,204753.429394
Prevalence,North West England,Both,All Ages,Mental disorders,Number,1990,969695.864271,1015745.73045,929228.613005
Prevalence,World Bank Income Levels,Both,All Ages,Substance use disorders,Number,1991,119440036.775,128984112.622,109325584.165
Prevalence,Switzerland,Both,All Ages,Mental disorders,Number,1990,1045838.36567,1087734.98437,1005948.97735
Prevalence,Saitama,Both,All Ages,Substance use disorders,Number,1990,89540.3234892,99646.9492049,80547.258714
Prevalence,Cyprus,Both,All Ages,Substance use disorders,Number,1991,12216.1905935,13590.9746376,10952.1839855
Prevalence,Brunei,Both,All Ages,Substance use disorders,Number,1990,4298.55121818,4759.4797857,3891.94210971
Prevalence,Saudi Arabia,Both,All Ages,Mental disorders,Number,1991,2037885.84825,2140449.30997,1932535.72801
Prevalence,Equatorial Guinea,Both,All Ages,Mental disorders,Number,1991,47974.2952791,51244.6016777,44965.314516
Prevalence,Hungary,Both,All Ages,Mental disorders,Number,1990,1266185.16855,1322011.13474,1211298.38556
Prevalence,Sonora,Both,All Ages,Mental disorders,Number,1990,182301.202823,191516.11351,173112.158002
Prevalence,Brazil,Both,All Ages,Substance use disorders,Number,1990,4566569.92234,5014312.27199,4141774.06755
Prevalence,Wyoming,Both,All Ages,Mental disorders,Number,1990,75365.3962367,78831.1413304,72078.1497966
Prevalence,Belarus,Both,All Ages,Substance use disorders,Number,1991,576995.846602,623125.787978,539235.541361
