measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Angola,Both,30 to 34,Mental disorders,Rate,2016,2044.06987546,2669.2894799,1485.11281945
YLDs (Years Lived with Disability),Angola,Male,35 to 39,Mental disorders,Number,2016,13030.3907153,16924.4758385,9481.30425406
YLDs (Years Lived with Disability),Angola,Female,35 to 39,Mental disorders,Number,2016,17144.3657097,22478.1852352,12354.127844
YLDs (Years Lived with Disability),Angola,Both,35 to 39,Mental disorders,Number,2016,30174.756425,39393.5575309,21912.0503814
YLDs (Years Lived with Disability),Angola,Male,35 to 39,Mental disorders,Percent,2016,0.150580205163,0.17821230356,0.120381242506
YLDs (Years Lived with Disability),Angola,Female,35 to 39,Mental disorders,Percent,2016,0.162373503061,0.193963125524,0.130991466811
YLDs (Years Lived with Disability),Angola,Both,35 to 39,Mental disorders,Percent,2016,0.156929862578,0.185423210066,0.127913774756
YLDs (Years Lived with Disability),Angola,Male,35 to 39,Mental disorders,Rate,2016,1957.00444318,2541.84814088,1423.97530187
YLDs (Years Lived with Disability),Angola,Female,35 to 39,Mental disorders,Rate,2016,2289.54663315,3001.85228173,1649.83367071
YLDs (Years Lived with Disability),Angola,Both,35 to 39,Mental disorders,Rate,2016,2133.0282969,2784.69763751,1548.94451668
YLDs (Years Lived with Disability),Angola,Male,40 to 44,Mental disorders,Number,2016,10822.824632,14155.3265148,7891.69081023
YLDs (Years Lived with Disability),Angola,Female,40 to 44,Mental disorders,Number,2016,13993.0243137,18649.3261046,10271.0941714
YLDs (Years Lived with Disability),Angola,Both,40 to 44,Mental disorders,Number,2016,24815.8489457,32596.5051715,18317.0795129
YLDs (Years Lived with Disability),Angola,Male,40 to 44,Mental disorders,Percent,2016,0.139672169127,0.16440959362,0.114103049354
YLDs (Years Lived with Disability),Angola,Female,40 to 44,Mental disorders,Percent,2016,0.156522188643,0.188599808885,0.125381647682
YLDs (Years Lived with Disability),Angola,Both,40 to 44,Mental disorders,Percent,2016,0.14863803069,0.175798319797,0.122150671126
YLDs (Years Lived with Disability),Angola,Male,40 to 44,Mental disorders,Rate,2016,1976.3820171,2584.93819508,1441.12062535
YLDs (Years Lived with Disability),Angola,Female,40 to 44,Mental disorders,Rate,2016,2345.89486484,3126.51199346,1721.9227618500001
YLDs (Years Lived with Disability),Angola,Both,40 to 44,Mental disorders,Rate,2016,2169.03221169,2849.10138921,1601.0065009099999
YLDs (Years Lived with Disability),Angola,Male,45 to 49,Mental disorders,Number,2016,8557.68071075,11115.9618167,6286.79296275
YLDs (Years Lived with Disability),Angola,Female,45 to 49,Mental disorders,Number,2016,10704.4311685,13993.8508914,7823.25422572
YLDs (Years Lived with Disability),Angola,Both,45 to 49,Mental disorders,Number,2016,19262.1118792,25064.3706481,14188.8473754
YLDs (Years Lived with Disability),Angola,Male,45 to 49,Mental disorders,Percent,2016,0.123947125008,0.146958205342,0.100703308055
YLDs (Years Lived with Disability),Angola,Female,45 to 49,Mental disorders,Percent,2016,0.137773666358,0.167790148143,0.107074131231
YLDs (Years Lived with Disability),Angola,Both,45 to 49,Mental disorders,Percent,2016,0.13114768733,0.155730734622,0.106658735689
YLDs (Years Lived with Disability),Angola,Male,45 to 49,Mental disorders,Rate,2016,1962.4449111799997,2549.10920814,1441.68557748
YLDs (Years Lived with Disability),Angola,Female,45 to 49,Mental disorders,Rate,2016,2307.16869853,3016.1504371799997,1686.17715282
YLDs (Years Lived with Disability),Angola,Both,45 to 49,Mental disorders,Rate,2016,2140.1481897900003,2784.81756348,1576.4749066
YLDs (Years Lived with Disability),Angola,Male,50 to 54,Mental disorders,Number,2016,6753.67349871,8849.36832104,4970.4082122
YLDs (Years Lived with Disability),Angola,Female,50 to 54,Mental disorders,Number,2016,9023.56147735,11820.3462394,6465.80159884
YLDs (Years Lived with Disability),Angola,Both,50 to 54,Mental disorders,Number,2016,15777.2349761,20542.1609624,11562.0582519
YLDs (Years Lived with Disability),Angola,Male,50 to 54,Mental disorders,Percent,2016,0.108358757857,0.128343635384,0.0878499905656
YLDs (Years Lived with Disability),Angola,Female,50 to 54,Mental disorders,Percent,2016,0.129846400089,0.154043869606,0.103505564615
YLDs (Years Lived with Disability),Angola,Both,50 to 54,Mental disorders,Percent,2016,0.119648051029,0.140626129416,0.0970523481294
YLDs (Years Lived with Disability),Angola,Male,50 to 54,Mental disorders,Rate,2016,1914.9391922500001,2509.15331159,1409.31146418
YLDs (Years Lived with Disability),Angola,Female,50 to 54,Mental disorders,Rate,2016,2249.16672668,2946.27897491,1611.6325969399998
YLDs (Years Lived with Disability),Angola,Both,50 to 54,Mental disorders,Rate,2016,2092.8067716699998,2724.86108194,1533.67518711
YLDs (Years Lived with Disability),Angola,Male,55 to 59,Mental disorders,Number,2016,4892.68645807,6410.28894539,3543.2329954
YLDs (Years Lived with Disability),Angola,Female,55 to 59,Mental disorders,Number,2016,6434.79947234,8492.94337385,4696.61576371
YLDs (Years Lived with Disability),Angola,Both,55 to 59,Mental disorders,Number,2016,11327.4859304,14843.7961236,8440.54776959
YLDs (Years Lived with Disability),Angola,Male,55 to 59,Mental disorders,Percent,2016,0.0952651687501,0.114819742543,0.0766215864726
YLDs (Years Lived with Disability),Angola,Female,55 to 59,Mental disorders,Percent,2016,0.112377376338,0.138280370356,0.0879356655992
YLDs (Years Lived with Disability),Angola,Both,55 to 59,Mental disorders,Percent,2016,0.104190530396,0.125012791341,0.0835339561182
YLDs (Years Lived with Disability),Angola,Male,55 to 59,Mental disorders,Rate,2016,1871.84479953,2452.44941174,1355.57066916
YLDs (Years Lived with Disability),Angola,Female,55 to 59,Mental disorders,Rate,2016,2186.0614051999996,2885.26407169,1595.55717318
YLDs (Years Lived with Disability),Angola,Both,55 to 59,Mental disorders,Rate,2016,2038.2745424600002,2671.00148594,1518.7971760799999
YLDs (Years Lived with Disability),Angola,Male,60 to 64,Mental disorders,Number,2016,3454.22098386,4532.53197602,2497.60438726
YLDs (Years Lived with Disability),Angola,Female,60 to 64,Mental disorders,Number,2016,4586.88289061,6065.8404947,3323.6138079
YLDs (Years Lived with Disability),Angola,Both,60 to 64,Mental disorders,Number,2016,8041.10387448,10599.3187962,5824.89991858
YLDs (Years Lived with Disability),Angola,Male,60 to 64,Mental disorders,Percent,2016,0.0845709950986,0.103142584418,0.0675523285851
YLDs (Years Lived with Disability),Angola,Female,60 to 64,Mental disorders,Percent,2016,0.102096623115,0.124450932384,0.0814598007518
YLDs (Years Lived with Disability),Angola,Both,60 to 64,Mental disorders,Percent,2016,0.0937259837724,0.112779339277,0.0749707428871
YLDs (Years Lived with Disability),Angola,Male,60 to 64,Mental disorders,Rate,2016,1826.45925593,2396.62865204,1320.6371775500002
YLDs (Years Lived with Disability),Angola,Female,60 to 64,Mental disorders,Rate,2016,2142.87153563,2833.80178778,1552.70531082
YLDs (Years Lived with Disability),Angola,Both,60 to 64,Mental disorders,Rate,2016,1994.4487214500002,2628.96713576,1444.75987085
YLDs (Years Lived with Disability),Angola,Male,65 to 69,Mental disorders,Number,2016,2020.21737133,2664.04159702,1479.86959739
YLDs (Years Lived with Disability),Angola,Female,65 to 69,Mental disorders,Number,2016,2889.41542172,3785.40970594,2086.69169386
YLDs (Years Lived with Disability),Angola,Both,65 to 69,Mental disorders,Number,2016,4909.63279305,6398.60074758,3599.17272421
YLDs (Years Lived with Disability),Angola,Male,65 to 69,Mental disorders,Percent,2016,0.0731196336954,0.0892430275855,0.0581711259799
YLDs (Years Lived with Disability),Angola,Female,65 to 69,Mental disorders,Percent,2016,0.0876078947929,0.106692759418,0.0684777911452
YLDs (Years Lived with Disability),Angola,Both,65 to 69,Mental disorders,Percent,2016,0.0809397014511,0.0971381548955,0.0657751208813
YLDs (Years Lived with Disability),Angola,Male,65 to 69,Mental disorders,Rate,2016,1775.3294389100001,2341.11018982,1300.48186857
YLDs (Years Lived with Disability),Angola,Female,65 to 69,Mental disorders,Rate,2016,2088.15669734,2735.68437761,1508.03487898
YLDs (Years Lived with Disability),Angola,Both,65 to 69,Mental disorders,Rate,2016,1946.98812377,2537.4605779000003,1427.30563462
YLDs (Years Lived with Disability),Angola,Male,70 to 74,Mental disorders,Number,2016,1290.30135071,1682.28043892,942.038033831
YLDs (Years Lived with Disability),Angola,Female,70 to 74,Mental disorders,Number,2016,1986.84124439,2607.50297228,1430.34909446
YLDs (Years Lived with Disability),Angola,Both,70 to 74,Mental disorders,Number,2016,3277.1425951,4272.802051,2405.67233839
YLDs (Years Lived with Disability),Angola,Male,70 to 74,Mental disorders,Percent,2016,0.0643905156986,0.0772646890046,0.0523904597914
YLDs (Years Lived with Disability),Angola,Female,70 to 74,Mental disorders,Percent,2016,0.0775748384212,0.0938542903126,0.0619253262556
YLDs (Years Lived with Disability),Angola,Both,70 to 74,Mental disorders,Percent,2016,0.0717711662961,0.0864652730014,0.0585700905762
YLDs (Years Lived with Disability),Angola,Male,70 to 74,Mental disorders,Rate,2016,1719.2477004,2241.53588187,1255.2081127899999
YLDs (Years Lived with Disability),Angola,Female,70 to 74,Mental disorders,Rate,2016,2035.07167718,2670.79992528,1465.07071908
YLDs (Years Lived with Disability),Angola,Both,70 to 74,Mental disorders,Rate,2016,1897.8082644899998,2474.3992089500002,1393.13585325
YLDs (Years Lived with Disability),Angola,Male,75 to 79,Mental disorders,Number,2016,726.209507908,957.376548955,528.80618129
YLDs (Years Lived with Disability),Angola,Female,75 to 79,Mental disorders,Number,2016,1150.36058893,1516.28489726,826.195848316
YLDs (Years Lived with Disability),Angola,Both,75 to 79,Mental disorders,Number,2016,1876.57009684,2471.72602623,1364.39690409
YLDs (Years Lived with Disability),Angola,Male,75 to 79,Mental disorders,Percent,2016,0.0563440152364,0.0686478368188,0.0448327536557
YLDs (Years Lived with Disability),Angola,Female,75 to 79,Mental disorders,Percent,2016,0.0662656587183,0.0803408356057,0.0529041638637
YLDs (Years Lived with Disability),Angola,Both,75 to 79,Mental disorders,Percent,2016,0.0620301892634,0.0745420081401,0.049981517447
YLDs (Years Lived with Disability),Angola,Male,75 to 79,Mental disorders,Rate,2016,1664.4320990800002,2194.25419474,1211.99457284
YLDs (Years Lived with Disability),Angola,Female,75 to 79,Mental disorders,Rate,2016,1960.22511355,2583.76352902,1407.8453888
YLDs (Years Lived with Disability),Angola,Both,75 to 79,Mental disorders,Rate,2016,1834.0890189400002,2415.77203546,1333.51020752
YLDs (Years Lived with Disability),Angola,Male,80 plus,Mental disorders,Number,2016,417.286793086,546.965028999,301.773810867
YLDs (Years Lived with Disability),Angola,Female,80 plus,Mental disorders,Number,2016,705.691170221,928.511956888,519.283341345
YLDs (Years Lived with Disability),Angola,Both,80 plus,Mental disorders,Number,2016,1122.97796331,1474.69634943,820.721596665
YLDs (Years Lived with Disability),Angola,Male,80 plus,Mental disorders,Percent,2016,0.045708155998,0.0552986322244,0.0369132844341
YLDs (Years Lived with Disability),Angola,Female,80 plus,Mental disorders,Percent,2016,0.0526681991777,0.064223213199,0.0422883252746
YLDs (Years Lived with Disability),Angola,Both,80 plus,Mental disorders,Percent,2016,0.0498427588472,0.0603282077782,0.0405543447811
YLDs (Years Lived with Disability),Angola,Male,80 plus,Mental disorders,Rate,2016,1554.9822786500001,2038.21674021,1124.53338048
YLDs (Years Lived with Disability),Angola,Female,80 plus,Mental disorders,Rate,2016,1817.2814981,2391.08504005,1337.24786184
YLDs (Years Lived with Disability),Angola,Both,80 plus,Mental disorders,Rate,2016,1710.0914895199999,2245.69471458,1249.80993713
YLDs (Years Lived with Disability),Angola,Male,All Ages,Mental disorders,Number,2016,166932.396836,219236.531206,122077.908965
YLDs (Years Lived with Disability),Angola,Female,All Ages,Mental disorders,Number,2016,194600.572113,253186.664532,141826.416196
YLDs (Years Lived with Disability),Angola,Both,All Ages,Mental disorders,Number,2016,361532.96895,472919.894202,264771.589932
YLDs (Years Lived with Disability),Angola,Male,All Ages,Mental disorders,Percent,2016,0.130318354157,0.153103658018,0.105655413885
YLDs (Years Lived with Disability),Angola,Female,All Ages,Mental disorders,Percent,2016,0.131844939243,0.1549402562,0.107419171523
YLDs (Years Lived with Disability),Angola,Both,All Ages,Mental disorders,Percent,2016,0.131048401465,0.152886630867,0.107258387254
YLDs (Years Lived with Disability),Angola,Male,All Ages,Mental disorders,Rate,2016,1261.4279357,1656.66515446,922.484117034
YLDs (Years Lived with Disability),Angola,Female,All Ages,Mental disorders,Rate,2016,1386.5739626900001,1804.0133845799999,1010.54592894
YLDs (Years Lived with Disability),Angola,Both,All Ages,Mental disorders,Rate,2016,1325.83908503,1734.3250372000002,970.988962797
YLDs (Years Lived with Disability),Angola,Male,5-14 years,Mental disorders,Number,2016,34156.5189175,48103.974224,23379.4989248
YLDs (Years Lived with Disability),Angola,Female,5-14 years,Mental disorders,Number,2016,30689.0643391,43684.54106,21130.9638258
YLDs (Years Lived with Disability),Angola,Both,5-14 years,Mental disorders,Number,2016,64845.5832565,91814.9017347,44995.2012017
YLDs (Years Lived with Disability),Angola,Male,5-14 years,Mental disorders,Percent,2016,0.124305142118,0.17653082008,0.0769155986093
YLDs (Years Lived with Disability),Angola,Female,5-14 years,Mental disorders,Percent,2016,0.111675780306,0.156560194694,0.0750313037626
YLDs (Years Lived with Disability),Angola,Both,5-14 years,Mental disorders,Percent,2016,0.116408725863,0.15472042928,0.083481174164
YLDs (Years Lived with Disability),Angola,Male,5-14 years,Mental disorders,Rate,2016,871.6387372480001,1227.5632493599999,596.620427553
YLDs (Years Lived with Disability),Angola,Female,5-14 years,Mental disorders,Rate,2016,767.192284245,1092.06466746,528.250461687
YLDs (Years Lived with Disability),Angola,Both,5-14 years,Mental disorders,Rate,2016,818.877878526,1159.4496984,568.204849945
YLDs (Years Lived with Disability),Angola,Male,15-49 years,Mental disorders,Number,2016,109771.482689,142837.314274,80138.6560481
YLDs (Years Lived with Disability),Angola,Female,15-49 years,Mental disorders,Number,2016,135422.561981,175192.505909,98295.785551
YLDs (Years Lived with Disability),Angola,Both,15-49 years,Mental disorders,Number,2016,245194.04467,318667.681241,179034.911212
YLDs (Years Lived with Disability),Angola,Male,15-49 years,Mental disorders,Percent,2016,0.177351674283,0.204349298618,0.149541645082
YLDs (Years Lived with Disability),Angola,Female,15-49 years,Mental disorders,Percent,2016,0.17459916445,0.203205746106,0.143098945207
