measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Burundi,Both,All Ages,Eating disorders,Number,1993,0.200764296888,0.440783561604,0.0901701687092
Deaths,Singapore,Both,All Ages,Alcohol use disorders,Number,1991,6.20769545138,7.39847726185,5.19262834893
Deaths,Singapore,Both,All Ages,Drug use disorders,Number,1991,4.11491969354,5.03714125037,3.33624230357
Deaths,Israel,Both,All Ages,Alcohol use disorders,Number,1990,69.3389489225,79.1863281216,60.4361666805
Deaths,Israel,Both,All Ages,Drug use disorders,Number,1990,60.9430776461,73.0630810825,50.2219187626
Deaths,Israel,Both,All Ages,Eating disorders,Number,1990,0.279575778452,0.352543730702,0.217254576379
Deaths,Greece,Both,All Ages,Alcohol use disorders,Number,1990,34.2091535948,37.0174845747,31.388497084
Deaths,Greece,Both,All Ages,Drug use disorders,Number,1990,54.7351348664,65.7478719012,45.6785161886
Deaths,Greece,Both,All Ages,Eating disorders,Number,1990,0.372957581171,0.444091971269,0.31048565507
Deaths,North Korea,Both,All Ages,Eating disorders,Number,1992,0.816012120318,1.1001731642,0.572924837014
Deaths,Romania,Both,All Ages,Alcohol use disorders,Number,1990,1427.43502093,1549.69048053,1314.5523736
Deaths,Romania,Both,All Ages,Drug use disorders,Number,1990,652.213630495,838.16081181,566.538967672
Deaths,Iceland,Both,All Ages,Alcohol use disorders,Number,1990,4.55932045896,4.99967599315,4.13820848617
Deaths,Iceland,Both,All Ages,Drug use disorders,Number,1990,4.82022286154,5.3660530397,4.29833903942
Deaths,Iceland,Both,All Ages,Eating disorders,Number,1990,0.0298174227367,0.0366294412107,0.0240100090853
Deaths,Montenegro,Both,All Ages,Alcohol use disorders,Number,1990,10.6024250959,14.2016926189,7.72864674285
Deaths,Montenegro,Both,All Ages,Drug use disorders,Number,1990,15.0438009374,18.9755975288,12.3998405128
Deaths,Montenegro,Both,All Ages,Eating disorders,Number,1990,0.00848035994378,0.0112979640008,0.00527341089896
Deaths,Macedonia,Both,All Ages,Alcohol use disorders,Number,1990,20.4748475745,25.1117043868,14.3230489593
Deaths,Macedonia,Both,All Ages,Drug use disorders,Number,1990,4.03345848221,6.40758097202,3.15119816498
Deaths,Macedonia,Both,All Ages,Eating disorders,Number,1990,0.043082005235,0.0553317977177,0.0228426483514
Deaths,Uruguay,Both,All Ages,Alcohol use disorders,Number,1991,37.3964729415,40.8136959767,34.4205450565
Deaths,Qatar,Both,All Ages,Alcohol use disorders,Number,1992,2.80124278581,4.03524079339,1.71118058875
Deaths,Qatar,Both,All Ages,Drug use disorders,Number,1992,7.61275944918,11.4702663758,2.36326221408
Deaths,Qatar,Both,All Ages,Eating disorders,Number,1992,0.0364323260427,0.0495053438185,0.0180529599657
Deaths,Romania,Both,All Ages,Eating disorders,Number,1990,0.321852642008,0.395275189165,0.260058100688
Deaths,Mexico,Both,All Ages,Alcohol use disorders,Number,1991,4387.87221522,4633.05895996,4185.02776842
Deaths,Mexico,Both,All Ages,Drug use disorders,Number,1991,386.76574578,410.457492789,368.852413808
Deaths,Mexico,Both,All Ages,Eating disorders,Number,1991,12.1258833767,12.9627535632,11.3954657836
Deaths,Mongolia,Both,All Ages,Alcohol use disorders,Number,1991,43.1167958517,122.371051085,24.6812595924
Deaths,Mongolia,Both,All Ages,Drug use disorders,Number,1991,15.0392684023,20.4235418964,11.9608401119
Deaths,Mongolia,Both,All Ages,Eating disorders,Number,1991,0.0211753627502,0.0291513100851,0.0156553734749
Deaths,Mauritania,Both,All Ages,Alcohol use disorders,Number,1992,13.7251793188,26.8324174209,2.70728611744
Deaths,Mauritania,Both,All Ages,Drug use disorders,Number,1992,7.10705735874,10.76164111,4.54892338269
Deaths,Mauritania,Both,All Ages,Eating disorders,Number,1992,0.0503011693526,0.118302808974,0.0206754724903
Deaths,Paraguay,Both,All Ages,Alcohol use disorders,Number,1990,65.7007763072,86.3937524637,48.3664213251
Deaths,Paraguay,Both,All Ages,Drug use disorders,Number,1990,6.32805899862,7.49718151787,4.9678171496
Deaths,Paraguay,Both,All Ages,Eating disorders,Number,1990,0.527848859504,0.693189753306,0.333015010044
Deaths,Zimbabwe,Both,All Ages,Alcohol use disorders,Number,1990,74.3319085209,109.140886155,35.8189051937
Deaths,Zimbabwe,Both,All Ages,Drug use disorders,Number,1990,39.6815660525,102.293092566,17.7476372345
Deaths,Zimbabwe,Both,All Ages,Eating disorders,Number,1990,0.304830227922,0.632582197378,0.163294729599
Deaths,Cambodia,Both,All Ages,Alcohol use disorders,Number,1992,121.856770775,187.934383817,68.8362883604
Deaths,Cambodia,Both,All Ages,Drug use disorders,Number,1992,36.8550490176,75.7571748684,19.1443609924
Deaths,Cambodia,Both,All Ages,Eating disorders,Number,1992,0.245466016051,0.462706149333,0.136253974243
Deaths,Angola,Both,All Ages,Alcohol use disorders,Number,1990,124.344008623,237.803678473,59.5909195064
Deaths,Angola,Both,All Ages,Drug use disorders,Number,1990,69.8494945852,161.649763289,19.4520579699
Deaths,Rwanda,Both,All Ages,Alcohol use disorders,Number,1992,77.1783107972,125.81049479,43.8432217181
Deaths,Rwanda,Both,All Ages,Drug use disorders,Number,1992,10.7758382691,19.5410964087,5.59444740587
Deaths,Rwanda,Both,All Ages,Eating disorders,Number,1992,0.190991289598,0.535189584761,0.0896529517373
Deaths,Benin,Both,All Ages,Alcohol use disorders,Number,1990,40.0877547489,82.2243419233,25.3929162827
Deaths,Benin,Both,All Ages,Drug use disorders,Number,1990,15.7021082658,24.1184772157,10.4543188782
Deaths,Benin,Both,All Ages,Eating disorders,Number,1990,0.0991262030306,0.241043994599,0.0431188646301
Deaths,Papua New Guinea,Both,All Ages,Eating disorders,Number,1993,0.0964213852809,0.19406748418,0.050762775588
Deaths,North Korea,Both,All Ages,Eating disorders,Number,1993,0.827481329415,1.12357728713,0.578098284368
Deaths,Congo,Both,All Ages,Alcohol use disorders,Number,1990,48.9230005369,83.0011143992,25.9314944715
Deaths,Congo,Both,All Ages,Drug use disorders,Number,1990,23.3626099783,41.836148374,7.9666871722
Deaths,Congo,Both,All Ages,Eating disorders,Number,1990,0.11643702016,0.282467712978,0.0469316405904
Deaths,Cote d'Ivoire,Both,All Ages,Alcohol use disorders,Number,1993,167.665081741,239.107928196,80.1351180473
Deaths,Cote d'Ivoire,Both,All Ages,Drug use disorders,Number,1993,62.5000555128,103.229353342,42.0008939923
Deaths,Cote d'Ivoire,Both,All Ages,Eating disorders,Number,1993,0.460462862983,1.12211970042,0.265051797045
Deaths,Italy,Both,All Ages,Alcohol use disorders,Number,1990,373.037750723,400.048267324,346.628341613
Deaths,Italy,Both,All Ages,Drug use disorders,Number,1990,982.437241394,1109.68161536,857.515825638
Deaths,Italy,Both,All Ages,Eating disorders,Number,1990,15.3297751865,17.9017818421,13.1030342919
Deaths,China,Both,All Ages,Alcohol use disorders,Number,1993,11791.1231737,17411.3950281,10322.1925534
Deaths,China,Both,All Ages,Drug use disorders,Number,1993,40972.8252389,46352.6694614,20663.5133372
Deaths,Andorra,Both,All Ages,Alcohol use disorders,Number,1991,0.691462846022,1.37360382161,0.367367974537
Deaths,Andorra,Both,All Ages,Drug use disorders,Number,1991,0.895001883249,1.2923089593,0.572597921352
Deaths,Andorra,Both,All Ages,Eating disorders,Number,1991,0.00448298282456,0.011115638274,0.00231569311538
Deaths,The Bahamas,Both,All Ages,Alcohol use disorders,Number,1990,9.56251693011,10.6661244523,8.43588155336
Deaths,The Bahamas,Both,All Ages,Drug use disorders,Number,1990,1.99821104813,2.52233122352,1.56546920952
Deaths,The Bahamas,Both,All Ages,Eating disorders,Number,1990,0.0363823604506,0.0440214517797,0.0304603865642
Deaths,Malta,Both,All Ages,Alcohol use disorders,Number,1990,1.42930984835,1.63186605483,1.24369945697
Deaths,Malta,Both,All Ages,Drug use disorders,Number,1990,2.61049079956,3.06366776941,2.19473664569
Deaths,Malta,Both,All Ages,Eating disorders,Number,1990,0.0742003262359,0.0913137123883,0.0610162105101
Deaths,Lithuania,Both,All Ages,Eating disorders,Number,1992,0.0777316231704,0.0950969973793,0.0635464989735
Deaths,Slovakia,Both,All Ages,Drug use disorders,Number,1990,41.2639139608,62.5713876156,33.8840313507
Deaths,Papua New Guinea,Both,All Ages,Alcohol use disorders,Number,1993,31.4911092953,110.64091969,13.1032941307
Deaths,Papua New Guinea,Both,All Ages,Drug use disorders,Number,1993,18.364775885,40.2663372018,6.21945987223
Deaths,Ireland,Both,All Ages,Alcohol use disorders,Number,1990,32.1321724323,35.2219408101,29.4445438606
Deaths,Ireland,Both,All Ages,Drug use disorders,Number,1990,18.9036341118,22.8447207654,15.670829902
Deaths,Ireland,Both,All Ages,Eating disorders,Number,1990,0.209446399728,0.251988947599,0.174299513197
Deaths,Canada,Both,All Ages,Alcohol use disorders,Number,1991,682.367950814,727.576618562,637.631761307
Deaths,Canada,Both,All Ages,Drug use disorders,Number,1991,489.831452996,576.542298588,413.549076483
Deaths,Canada,Both,All Ages,Eating disorders,Number,1991,3.16971628488,3.84482323515,2.61405612571
Deaths,Afghanistan,Both,All Ages,Alcohol use disorders,Number,1991,49.6779763063,113.034077982,16.6948261235
Deaths,Afghanistan,Both,All Ages,Drug use disorders,Number,1991,71.6946033127,204.976339251,21.4135082777
Deaths,Tunisia,Both,All Ages,Alcohol use disorders,Number,1992,15.8441901691,23.5622795235,10.5298977104
Deaths,Tunisia,Both,All Ages,Drug use disorders,Number,1992,40.7290584314,53.6824507729,30.4994976933
Deaths,Tunisia,Both,All Ages,Eating disorders,Number,1992,0.145372468163,0.226967319713,0.100902968138
Deaths,Poland,Both,All Ages,Alcohol use disorders,Number,1990,2540.76328781,2755.64235138,2319.3990154
Deaths,Bolivia,Both,All Ages,Eating disorders,Number,1992,1.05150088342,1.56343324473,0.654254238104
Deaths,Bermuda,Both,All Ages,Drug use disorders,Number,1990,1.11284235779,1.36870765411,0.915926639543
Deaths,Barbados,Both,All Ages,Alcohol use disorders,Number,1990,4.19926953807,4.66292943514,3.76939226781
Deaths,Barbados,Both,All Ages,Drug use disorders,Number,1990,0.629509544911,0.762060676027,0.521549515331
Deaths,Barbados,Both,All Ages,Eating disorders,Number,1990,0.0249454702968,0.0311328195377,0.0197280997035
Deaths,Vanuatu,Both,All Ages,Alcohol use disorders,Number,1992,1.00492230727,1.76361084003,0.628932858561
Deaths,Vanuatu,Both,All Ages,Drug use disorders,Number,1992,0.730216668676,1.40918957285,0.328818638652
Deaths,Vanuatu,Both,All Ages,Eating disorders,Number,1992,0.00437663208484,0.00770864786033,0.0027918425124
Deaths,Uganda,Both,All Ages,Drug use disorders,Number,1991,34.0351792231,51.4616931881,20.6792368326
Deaths,Uganda,Both,All Ages,Eating disorders,Number,1991,0.529461293017,1.21409985177,0.268621142527
Deaths,Angola,Both,All Ages,Eating disorders,Number,1990,0.309441330048,0.926669397944,0.132787513614
Deaths,Luxembourg,Both,All Ages,Eating disorders,Number,1990,0.0757215969107,0.0885812396151,0.0644068365254
Deaths,Romania,Both,All Ages,Eating disorders,Number,1993,0.351505406401,0.422469514257,0.286696083912
Deaths,Bahrain,Both,All Ages,Alcohol use disorders,Number,1990,3.53038334593,5.31788113471,2.65549004356
Deaths,Bahrain,Both,All Ages,Drug use disorders,Number,1990,4.67709005852,6.01270609896,3.02199123049
Deaths,Bahrain,Both,All Ages,Eating disorders,Number,1990,0.0529546264494,0.0701295361595,0.0403310892803
Deaths,Bangladesh,Both,All Ages,Eating disorders,Number,1991,2.92093178448,6.00270713749,1.49862488095
Deaths,Iran,Both,All Ages,Alcohol use disorders,Number,1990,56.8837464166,90.5446126626,36.9112295422
Deaths,Iran,Both,All Ages,Drug use disorders,Number,1990,1332.66311521,1919.36660988,616.824069631
Deaths,Iran,Both,All Ages,Eating disorders,Number,1990,1.83992128312,2.72077213097,1.18670741506
Deaths,Malawi,Both,All Ages,Alcohol use disorders,Number,1992,85.9970992867,129.457329561,52.2022987386
Deaths,Malawi,Both,All Ages,Drug use disorders,Number,1992,15.2849236382,22.9884396215,9.12465165599
Deaths,Malawi,Both,All Ages,Eating disorders,Number,1992,0.273393863381,0.643179443696,0.12596856553
Deaths,Burkina Faso,Both,All Ages,Alcohol use disorders,Number,1990,77.8397962448,100.599792551,59.4790259153
Deaths,Burkina Faso,Both,All Ages,Drug use disorders,Number,1990,10.1425818536,12.9893780635,7.68967099536
Deaths,Burkina Faso,Both,All Ages,Eating disorders,Number,1990,0.154553188877,0.479208484756,0.0263856147502
Deaths,Singapore,Both,All Ages,Eating disorders,Number,1991,0.109262341911,0.139346162734,0.0801427962154
Deaths,Central African Republic,Both,All Ages,Alcohol use disorders,Number,1990,53.9889795603,97.2765533383,28.95888002
Deaths,Central African Republic,Both,All Ages,Drug use disorders,Number,1990,22.9027143139,54.7449247889,5.83393925479
Deaths,Central African Republic,Both,All Ages,Eating disorders,Number,1990,0.0776707257672,0.195980680576,0.0355819149798
Deaths,Ethiopia,Both,All Ages,Alcohol use disorders,Number,1993,836.272348858,1326.13517131,582.9772284
Deaths,Ethiopia,Both,All Ages,Drug use disorders,Number,1993,210.799666274,354.140492393,134.631707139
Deaths,Senegal,Both,All Ages,Alcohol use disorders,Number,1992,52.4198907291,98.3919893788,11.1486320066
Deaths,Senegal,Both,All Ages,Drug use disorders,Number,1992,24.7656016307,38.51117517,17.3315644767
Deaths,Antigua and Barbuda,Both,All Ages,Alcohol use disorders,Number,1991,3.78223963678,4.24949853449,3.38345075959
Deaths,Antigua and Barbuda,Both,All Ages,Drug use disorders,Number,1991,0.428802312338,0.493825565961,0.359058464017
Deaths,Antigua and Barbuda,Both,All Ages,Eating disorders,Number,1991,0.00449708873242,0.00551198166563,0.00364989130914
Deaths,Australia,Both,All Ages,Alcohol use disorders,Number,1991,258.709631079,275.408435493,241.46581339
Deaths,Australia,Both,All Ages,Drug use disorders,Number,1991,480.651387662,527.239457348,436.625560703
Deaths,Australia,Both,All Ages,Eating disorders,Number,1991,4.08089378476,4.92408579738,3.34089632262
Deaths,Bolivia,Both,All Ages,Alcohol use disorders,Number,1992,188.496241565,273.920643972,122.977139262
Deaths,Bolivia,Both,All Ages,Drug use disorders,Number,1992,54.2133896199,80.9686928735,35.211617271
Deaths,Senegal,Both,All Ages,Eating disorders,Number,1992,0.189953863123,0.480208316187,0.0913243922724
Deaths,Cuba,Both,All Ages,Alcohol use disorders,Number,1990,154.058846306,168.712508144,140.362864904
Deaths,Cuba,Both,All Ages,Drug use disorders,Number,1990,16.3268797498,20.5323663414,14.2670852915
Deaths,Cuba,Both,All Ages,Eating disorders,Number,1990,0.227671977318,0.308669095322,0.163589158844
Deaths,Switzerland,Both,All Ages,Alcohol use disorders,Number,1992,275.634337941,315.533074672,240.255268438
Deaths,Switzerland,Both,All Ages,Drug use disorders,Number,1992,315.099678634,370.415230103,271.635876035
Deaths,Switzerland,Both,All Ages,Eating disorders,Number,1992,5.86751075361,7.75998949455,4.05214985441
Deaths,Luxembourg,Both,All Ages,Alcohol use disorders,Number,1990,16.7278051231,18.0655790118,15.4743052697
Deaths,Luxembourg,Both,All Ages,Drug use disorders,Number,1990,9.28647564955,11.0734798293,7.97212896172
Deaths,Serbia,Both,All Ages,Alcohol use disorders,Number,1990,339.613672505,446.951614684,252.417521057
Deaths,Serbia,Both,All Ages,Drug use disorders,Number,1990,60.459584418,78.4406487375,47.3461951954
Deaths,Serbia,Both,All Ages,Eating disorders,Number,1990,0.255061719762,0.460856676348,0.179211830031
Deaths,Uzbekistan,Both,All Ages,Alcohol use disorders,Number,1991,210.166255474,252.192121321,171.156059624
Deaths,Uzbekistan,Both,All Ages,Drug use disorders,Number,1991,315.509417585,352.890962608,279.128337904
Deaths,Slovenia,Both,All Ages,Alcohol use disorders,Number,1990,103.367680951,116.515781864,90.445335074
Deaths,Slovenia,Both,All Ages,Drug use disorders,Number,1990,5.85322528709,6.74122709423,5.02551624736
Deaths,Iceland,Both,All Ages,Alcohol use disorders,Number,1993,4.69883890113,5.14019497823,4.24151866022
Deaths,Egypt,Both,All Ages,Alcohol use disorders,Number,1990,97.0688951378,117.440915765,67.2772314403
Deaths,Egypt,Both,All Ages,Drug use disorders,Number,1990,28.7408001632,36.0211386747,18.9550135259
Deaths,Egypt,Both,All Ages,Eating disorders,Number,1990,1.21711079043,1.85354477912,0.765072868378
Deaths,Philippines,Both,All Ages,Alcohol use disorders,Number,1990,1385.4655041,1553.17240351,1225.82695047
Deaths,Slovakia,Both,All Ages,Eating disorders,Number,1990,0.149183165683,0.190835889981,0.106614980054
Deaths,Thailand,Both,All Ages,Alcohol use disorders,Number,1990,1107.88096937,1649.99612074,882.509569204
Deaths,Thailand,Both,All Ages,Drug use disorders,Number,1990,383.334514764,507.504695863,202.461632001
Deaths,Thailand,Both,All Ages,Eating disorders,Number,1990,4.6924309691,6.11572766999,3.6221371921
Deaths,Iceland,Both,All Ages,Drug use disorders,Number,1993,5.21048661742,5.81322948912,4.66472326075
Deaths,Iceland,Both,All Ages,Eating disorders,Number,1993,0.0285277422921,0.0346499984162,0.0230068725516
Deaths,United States,Both,All Ages,Alcohol use disorders,Number,1991,6575.64753143,6803.5263173,6377.58789937
Deaths,United States,Both,All Ages,Drug use disorders,Number,1991,6609.73418318,7015.19728816,6312.84474035
Deaths,United States,Both,All Ages,Eating disorders,Number,1991,26.0119905646,27.5769792633,23.9219408756
Deaths,Cambodia,Both,All Ages,Alcohol use disorders,Number,1993,127.673689243,195.294271959,72.9833181773
Deaths,Cambodia,Both,All Ages,Drug use disorders,Number,1993,37.8630363445,77.8064601979,19.6675950835
Deaths,Cambodia,Both,All Ages,Eating disorders,Number,1993,0.261962382931,0.488106953048,0.147191206705
Deaths,Turkey,Both,All Ages,Alcohol use disorders,Number,1992,286.189100124,484.592600924,69.2964336199
Deaths,Turkey,Both,All Ages,Drug use disorders,Number,1992,229.339164083,369.498557459,147.803794424
Deaths,Turkey,Both,All Ages,Eating disorders,Number,1992,5.63840317801,9.97371092037,3.06594389627
Deaths,Denmark,Both,All Ages,Drug use disorders,Number,1991,200.390124801,228.446084158,176.135613496
Deaths,Denmark,Both,All Ages,Eating disorders,Number,1991,0.960533298122,1.22922972579,0.734194078871
Deaths,Maldives,Both,All Ages,Alcohol use disorders,Number,1992,0.654425354655,1.10025851309,0.352972253816
Deaths,Maldives,Both,All Ages,Drug use disorders,Number,1992,1.04531833924,1.95278503984,0.53514541543
Deaths,Maldives,Both,All Ages,Eating disorders,Number,1992,0.0418161698753,0.0820910879826,0.0152450863556
Deaths,Ethiopia,Both,All Ages,Eating disorders,Number,1993,1.23729633368,3.36417208443,0.392421236978
Deaths,Poland,Both,All Ages,Drug use disorders,Number,1990,451.382551674,610.276020363,389.997905844
Deaths,Poland,Both,All Ages,Eating disorders,Number,1990,5.29527909518,7.35520088823,3.64585367604
Deaths,Uganda,Both,All Ages,Alcohol use disorders,Number,1992,232.556269254,426.744257675,132.125477601
Deaths,Uganda,Both,All Ages,Drug use disorders,Number,1992,34.6965500762,52.5519206294,21.0894333675
Deaths,Uganda,Both,All Ages,Eating disorders,Number,1992,0.532804097138,1.2304136725,0.269996338964
Deaths,Ecuador,Both,All Ages,Eating disorders,Number,1992,1.29269401484,1.56716844788,1.05697862383
Deaths,Tonga,Both,All Ages,Alcohol use disorders,Number,1993,0.410807487083,0.622383361727,0.175989010673
Deaths,Dominica,Both,All Ages,Alcohol use disorders,Number,1990,2.51002336418,2.78184987054,2.27240558011
Deaths,Dominica,Both,All Ages,Drug use disorders,Number,1990,0.397611044709,0.476468644105,0.334684220258
Deaths,Dominica,Both,All Ages,Eating disorders,Number,1990,0.0040624026034,0.00519225175145,0.00301194473518
Deaths,Cote d'Ivoire,Both,All Ages,Alcohol use disorders,Number,1990,141.831492771,201.588685902,67.7994562802
Deaths,Cote d'Ivoire,Both,All Ages,Drug use disorders,Number,1990,53.1500833279,85.3875862029,35.4465982249
Deaths,Botswana,Both,All Ages,Alcohol use disorders,Number,1991,19.4714387571,29.9027384185,10.6165018708
Deaths,Botswana,Both,All Ages,Drug use disorders,Number,1991,32.2986905224,50.1055650515,14.7025196162
Deaths,Cote d'Ivoire,Both,All Ages,Eating disorders,Number,1990,0.37931506868,1.02708482624,0.200635174089
Deaths,Azerbaijan,Both,All Ages,Alcohol use disorders,Number,1992,441.300809038,891.156277043,202.48884938
Deaths,Azerbaijan,Both,All Ages,Drug use disorders,Number,1992,131.116228112,156.132613281,111.062053969
Deaths,Djibouti,Both,All Ages,Alcohol use disorders,Number,1993,4.56525177984,7.30756960824,2.38681230315
Deaths,Djibouti,Both,All Ages,Drug use disorders,Number,1993,1.06019773092,1.53353680454,0.697111318801
Deaths,Djibouti,Both,All Ages,Eating disorders,Number,1993,0.014143999081,0.0354268066268,0.00702160760081
Deaths,American Samoa,Both,All Ages,Drug use disorders,Number,1991,0.340147058359,0.440277640462,0.258090425798
Deaths,American Samoa,Both,All Ages,Eating disorders,Number,1991,0.00317838538529,0.00565441400879,0.00203961778551
Deaths,Seychelles,Both,All Ages,Alcohol use disorders,Number,1992,1.03842669554,1.44130650104,0.696025554513
Deaths,Seychelles,Both,All Ages,Drug use disorders,Number,1992,1.02581202153,1.46706774648,0.832025822561
Deaths,Seychelles,Both,All Ages,Eating disorders,Number,1992,0.00307558937316,0.00643228532887,0.00191869510258
Deaths,Portugal,Both,All Ages,Alcohol use disorders,Number,1992,157.627458036,169.941451402,145.158585599
Deaths,Portugal,Both,All Ages,Drug use disorders,Number,1992,105.596667872,116.971944333,92.395757157
Deaths,Portugal,Both,All Ages,Eating disorders,Number,1992,0.559879704197,0.68409434289,0.456087016533
Deaths,Bulgaria,Both,All Ages,Alcohol use disorders,Number,1991,226.957446211,246.381918931,207.982672467
Deaths,Bulgaria,Both,All Ages,Drug use disorders,Number,1991,22.7028041405,27.3739369965,18.8501554627
Deaths,Bulgaria,Both,All Ages,Eating disorders,Number,1991,0.210086518779,0.250548044197,0.174410373369
Deaths,Greenland,Both,All Ages,Alcohol use disorders,Number,1990,8.11063454647,12.5732997232,6.52023122413
Deaths,Greenland,Both,All Ages,Drug use disorders,Number,1990,1.11714638205,2.1073745472,0.757038004505
Deaths,Greenland,Both,All Ages,Eating disorders,Number,1990,0.013932593892,0.0310224136695,0.00598203341974
Deaths,Italy,Both,All Ages,Alcohol use disorders,Number,1993,356.302605894,381.323854068,331.850041764
Deaths,Italy,Both,All Ages,Drug use disorders,Number,1993,1089.34111673,1229.46920666,954.187713427
Deaths,Thailand,Both,All Ages,Alcohol use disorders,Number,1992,1245.18808052,1847.07414543,1021.50954149
Deaths,Thailand,Both,All Ages,Drug use disorders,Number,1992,428.170055314,560.615914955,227.057708972
Deaths,Thailand,Both,All Ages,Eating disorders,Number,1992,5.28929559778,6.81564618489,4.09781953344
Deaths,Sri Lanka,Both,All Ages,Alcohol use disorders,Number,1990,241.914190185,303.107343399,159.539809041
Deaths,Sri Lanka,Both,All Ages,Drug use disorders,Number,1990,105.508558869,127.104623281,79.2862793764
Deaths,Sri Lanka,Both,All Ages,Eating disorders,Number,1990,0.728018542669,0.978851940939,0.554131964017
Deaths,Luxembourg,Both,All Ages,Drug use disorders,Number,1993,11.6628758819,13.8748876651,9.90523073408
Deaths,Luxembourg,Both,All Ages,Eating disorders,Number,1993,0.0753519376442,0.0880870670448,0.0636014527863
Deaths,Netherlands,Both,All Ages,Alcohol use disorders,Number,1990,146.690241334,158.256452398,135.386864417
Deaths,Netherlands,Both,All Ages,Drug use disorders,Number,1990,64.6981467597,72.4970875382,56.9547248996
Deaths,Slovakia,Both,All Ages,Alcohol use disorders,Number,1990,171.785948985,216.170932214,112.511178382
Deaths,Afghanistan,Both,All Ages,Eating disorders,Number,1991,0.255741142946,0.494452266675,0.0859621889602
Deaths,The Bahamas,Both,All Ages,Alcohol use disorders,Number,1991,9.36140717748,10.4067125498,8.25028837027
