,index,measure,location,sex,age,cause,metric,year,val,upper,lower
83,83,DALYs (Disability-Adjusted Life Years),Global,Male,20 to 24,Idiopathic developmental intellectual disability,Number,1990,186511.9223658793,311380.10210145987,93692.41830116775
84,84,DALYs (Disability-Adjusted Life Years),Global,Female,20 to 24,Idiopathic developmental intellectual disability,Number,1990,162729.0434831893,269833.87358437694,83001.26078427196
85,85,DALYs (Disability-Adjusted Life Years),Global,Male,80 to 84,Conduct disorder,Number,1990,0.0,0.0,0.0
86,86,DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Conduct disorder,Number,1990,5295076.9075602405,8457413.830144078,3200253.8006835473
87,87,DALYs (Disability-Adjusted Life Years),Global,Female,All Ages,Conduct disorder,Number,1990,1853284.1033585242,3020277.415875632,1097275.5600817185
88,88,DALYs (Disability-Adjusted Life Years),Global,Male,All Ages,Conduct disorder,Number,1990,3441792.804201717,5404965.687766763,2075058.5666069959
89,89,DALYs (Disability-Adjusted Life Years),Global,Female,35 to 39,Conduct disorder,Number,1990,0.0,0.0,0.0
90,90,DALYs (Disability-Adjusted Life Years),Global,Both,35 to 39,Conduct disorder,Number,1990,0.0,0.0,0.0
91,91,DALYs (Disability-Adjusted Life Years),Global,Male,40 to 44,Conduct disorder,Number,1990,0.0,0.0,0.0
92,92,DALYs (Disability-Adjusted Life Years),Global,Female,40 to 44,Conduct disorder,Number,1990,0.0,0.0,0.0
93,93,DALYs (Disability-Adjusted Life Years),Global,Both,40 to 44,Conduct disorder,Number,1990,0.0,0.0,0.0
94,94,DALYs (Disability-Adjusted Life Years),Global,Male,45 to 49,Conduct disorder,Number,1990,0.0,0.0,0.0
95,95,DALYs (Disability-Adjusted Life Years),Global,Female,45 to 49,Conduct disorder,Number,1990,0.0,0.0,0.0
96,96,DALYs (Disability-Adjusted Life Years),Global,Both,45 to 49,Conduct disorder,Number,1990,0.0,0.0,0.0
97,97,DALYs (Disability-Adjusted Life Years),Global,Male,50 to 54,Conduct disorder,Number,1990,0.0,0.0,0.0
98,98,DALYs (Disability-Adjusted Life Years),Global,Female,50 to 54,Conduct disorder,Number,1990,0.0,0.0,0.0
99,99,DALYs (Disability-Adjusted Life Years),Global,Both,50 to 54,Conduct disorder,Number,1990,0.0,0.0,0.0
100,100,DALYs (Disability-Adjusted Life Years),Global,Male,55 to 59,Conduct disorder,Number,1990,0.0,0.0,0.0
101,101,DALYs (Disability-Adjusted Life Years),Global,Both,30 to 34,Conduct disorder,Number,1990,0.0,0.0,0.0
102,102,DALYs (Disability-Adjusted Life Years),Global,Female,55 to 59,Conduct disorder,Number,1990,0.0,0.0,0.0
103,103,DALYs (Disability-Adjusted Life Years),Global,Male,60 to 64,Conduct disorder,Number,1990,0.0,0.0,0.0
104,104,DALYs (Disability-Adjusted Life Years),Global,Female,60 to 64,Conduct disorder,Number,1990,0.0,0.0,0.0
105,105,DALYs (Disability-Adjusted Life Years),Global,Both,60 to 64,Conduct disorder,Number,1990,0.0,0.0,0.0
106,106,DALYs (Disability-Adjusted Life Years),Global,Male,65 to 69,Conduct disorder,Number,1990,0.0,0.0,0.0
107,107,DALYs (Disability-Adjusted Life Years),Global,Female,65 to 69,Conduct disorder,Number,1990,0.0,0.0,0.0
108,108,DALYs (Disability-Adjusted Life Years),Global,Both,65 to 69,Conduct disorder,Number,1990,0.0,0.0,0.0
109,109,DALYs (Disability-Adjusted Life Years),Global,Male,70 to 74,Conduct disorder,Number,1990,0.0,0.0,0.0
110,110,DALYs (Disability-Adjusted Life Years),Global,Female,70 to 74,Conduct disorder,Number,1990,0.0,0.0,0.0
111,111,DALYs (Disability-Adjusted Life Years),Global,Both,70 to 74,Conduct disorder,Number,1990,0.0,0.0,0.0
112,112,DALYs (Disability-Adjusted Life Years),Global,Male,75 to 79,Conduct disorder,Number,1990,0.0,0.0,0.0
113,113,DALYs (Disability-Adjusted Life Years),Global,Female,75 to 79,Conduct disorder,Number,1990,0.0,0.0,0.0
114,114,DALYs (Disability-Adjusted Life Years),Global,Both,75 to 79,Conduct disorder,Number,1990,0.0,0.0,0.0
115,115,DALYs (Disability-Adjusted Life Years),Global,Both,55 to 59,Conduct disorder,Number,1990,0.0,0.0,0.0
116,116,DALYs (Disability-Adjusted Life Years),Global,Both,20 to 24,Idiopathic developmental intellectual disability,Number,1990,349240.96584906866,579630.5852914099,178143.75418285132
117,117,DALYs (Disability-Adjusted Life Years),Global,Male,40 to 44,Attention-deficit/hyperactivity disorder,Number,1990,17017.524281129092,27169.952217330963,10182.047873931831
118,118,DALYs (Disability-Adjusted Life Years),Global,Female,35 to 39,Attention-deficit/hyperactivity disorder,Number,1990,10534.207434153699,17068.674048886944,6344.276128708823
119,119,DALYs (Disability-Adjusted Life Years),Global,Female,01 to 04,Autism spectrum disorders,Number,1990,87528.47051856232,122177.36266020655,59265.80394522416
120,120,DALYs (Disability-Adjusted Life Years),Global,Both,01 to 04,Autism spectrum disorders,Number,1990,369356.86731393344,512182.1895504613,250732.6216432413
121,121,DALYs (Disability-Adjusted Life Years),Global,Male,05 to 09,Autism spectrum disorders,Number,1990,315378.99563599325,436530.30775304756,213242.0893167163
122,122,DALYs (Disability-Adjusted Life Years),Global,Female,05 to 09,Autism spectrum disorders,Number,1990,98193.97575991774,135803.92761847255,65755.25366726215
123,123,DALYs (Disability-Adjusted Life Years),Global,Both,05 to 09,Autism spectrum disorders,Number,1990,413572.97139591107,571697.4944066772,279924.4279341001
124,124,DALYs (Disability-Adjusted Life Years),Global,Male,10 to 14,Autism spectrum disorders,Number,1990,282820.16494033666,391022.1742852213,190885.82699715995
125,125,DALYs (Disability-Adjusted Life Years),Global,Female,10 to 14,Autism spectrum disorders,Number,1990,87409.41985516452,121182.34662852068,58877.01292571487
126,126,DALYs (Disability-Adjusted Life Years),Global,Both,10 to 14,Autism spectrum disorders,Number,1990,370229.5847955013,511597.29930833704,251080.96684621795
127,127,DALYs (Disability-Adjusted Life Years),Global,Male,15 to 19,Autism spectrum disorders,Number,1990,268386.371518192,370003.8794399887,182010.22290384013
128,128,DALYs (Disability-Adjusted Life Years),Global,Female,15 to 19,Autism spectrum disorders,Number,1990,82014.59206663353,113780.6285747875,55234.12692362998
129,129,DALYs (Disability-Adjusted Life Years),Global,Both,15 to 19,Autism spectrum disorders,Number,1990,350400.9635848255,480599.69781766203,236984.74919603922
130,130,DALYs (Disability-Adjusted Life Years),Global,Male,20 to 24,Autism spectrum disorders,Number,1990,246218.91268528308,339554.827251276,166559.78311912148
131,131,DALYs (Disability-Adjusted Life Years),Global,Female,20 to 24,Autism spectrum disorders,Number,1990,75315.53647617808,104191.80261506773,51332.16089473045
132,132,DALYs (Disability-Adjusted Life Years),Global,Both,20 to 24,Autism spectrum disorders,Number,1990,321534.44916146115,443979.6005728421,216619.89598024692
133,133,DALYs (Disability-Adjusted Life Years),Global,Male,25 to 29,Autism spectrum disorders,Number,1990,217729.15166735265,298747.07738786447,147667.41790739005
134,134,DALYs (Disability-Adjusted Life Years),Global,Female,25 to 29,Autism spectrum disorders,Number,1990,66608.53296619689,92072.2174864693,44667.564157370456
135,135,DALYs (Disability-Adjusted Life Years),Global,Both,25 to 29,Autism spectrum disorders,Number,1990,284337.6846335495,392123.7968500292,193233.9433175436
136,136,DALYs (Disability-Adjusted Life Years),Global,Male,30 to 34,Autism spectrum disorders,Number,1990,188180.0521032216,259507.8074177019,129165.51989547268
137,137,DALYs (Disability-Adjusted Life Years),Global,Female,30 to 34,Autism spectrum disorders,Number,1990,56621.839881441425,78141.64216770121,38260.7602942727
138,138,DALYs (Disability-Adjusted Life Years),Global,Both,30 to 34,Autism spectrum disorders,Number,1990,244801.89198466289,336565.6368000352,167720.87449902238
139,139,DALYs (Disability-Adjusted Life Years),Global,Male,35 to 39,Autism spectrum disorders,Number,1990,168175.86295957115,230146.4646517305,115614.72357551176
140,140,DALYs (Disability-Adjusted Life Years),Global,Female,35 to 39,Autism spectrum disorders,Number,1990,50019.436929867195,68680.90300631046,34221.73823532142
141,141,DALYs (Disability-Adjusted Life Years),Global,Both,35 to 39,Autism spectrum disorders,Number,1990,218195.29988943835,298915.46648222324,149922.37631185265
142,142,DALYs (Disability-Adjusted Life Years),Global,Male,40 to 44,Autism spectrum disorders,Number,1990,136825.20294411786,187090.4174946036,93551.92569400882
143,143,DALYs (Disability-Adjusted Life Years),Global,Female,40 to 44,Autism spectrum disorders,Number,1990,39963.070136362985,54483.53880846255,27359.702740725967
144,144,DALYs (Disability-Adjusted Life Years),Global,Male,01 to 04,Autism spectrum disorders,Number,1990,281828.3967953711,391514.2304829925,192031.96628133094
145,145,DALYs (Disability-Adjusted Life Years),Global,Both,95 plus,Bulimia nervosa,Number,1990,0.0,0.0,0.0
146,146,DALYs (Disability-Adjusted Life Years),Global,Female,95 plus,Bulimia nervosa,Number,1990,0.0,0.0,0.0
147,147,DALYs (Disability-Adjusted Life Years),Global,Male,95 plus,Bulimia nervosa,Number,1990,0.0,0.0,0.0
148,148,DALYs (Disability-Adjusted Life Years),Global,Female,55 to 59,Bulimia nervosa,Number,1990,0.0,0.0,0.0
149,149,DALYs (Disability-Adjusted Life Years),Global,Both,55 to 59,Bulimia nervosa,Number,1990,0.0,0.0,0.0
150,150,DALYs (Disability-Adjusted Life Years),Global,Male,60 to 64,Bulimia nervosa,Number,1990,0.0,0.0,0.0
151,151,DALYs (Disability-Adjusted Life Years),Global,Female,60 to 64,Bulimia nervosa,Number,1990,0.0,0.0,0.0
152,152,DALYs (Disability-Adjusted Life Years),Global,Both,60 to 64,Bulimia nervosa,Number,1990,0.0,0.0,0.0
153,153,DALYs (Disability-Adjusted Life Years),Global,Male,65 to 69,Bulimia nervosa,Number,1990,0.0,0.0,0.0
154,154,DALYs (Disability-Adjusted Life Years),Global,Female,65 to 69,Bulimia nervosa,Number,1990,0.0,0.0,0.0
155,155,DALYs (Disability-Adjusted Life Years),Global,Both,65 to 69,Bulimia nervosa,Number,1990,0.0,0.0,0.0
156,156,DALYs (Disability-Adjusted Life Years),Global,Male,70 to 74,Bulimia nervosa,Number,1990,0.0,0.0,0.0
157,157,DALYs (Disability-Adjusted Life Years),Global,Female,70 to 74,Bulimia nervosa,Number,1990,0.0,0.0,0.0
158,158,DALYs (Disability-Adjusted Life Years),Global,Both,70 to 74,Bulimia nervosa,Number,1990,0.0,0.0,0.0
159,159,DALYs (Disability-Adjusted Life Years),Global,Male,75 to 79,Bulimia nervosa,Number,1990,0.0,0.0,0.0
160,160,DALYs (Disability-Adjusted Life Years),Global,Both,40 to 44,Autism spectrum disorders,Number,1990,176788.27308048078,241572.87755185718,120746.98340172015
161,161,DALYs (Disability-Adjusted Life Years),Global,Female,75 to 79,Bulimia nervosa,Number,1990,0.0,0.0,0.0
162,162,DALYs (Disability-Adjusted Life Years),Global,Male,All Ages,Bulimia nervosa,Number,1990,535741.207172072,791694.6062790394,333641.6898871516
163,163,DALYs (Disability-Adjusted Life Years),Global,Female,All Ages,Bulimia nervosa,Number,1990,1032730.1740564172,1543004.235445386,654395.2195333425
164,164,DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Bulimia nervosa,Number,1990,1568471.3812284886,2337178.359082359,990322.3682211164
165,165,DALYs (Disability-Adjusted Life Years),Global,Male,80 to 84,Bulimia nervosa,Number,1990,0.0,0.0,0.0
166,166,DALYs (Disability-Adjusted Life Years),Global,Female,80 to 84,Bulimia nervosa,Number,1990,0.0,0.0,0.0
167,167,DALYs (Disability-Adjusted Life Years),Global,Both,80 to 84,Bulimia nervosa,Number,1990,0.0,0.0,0.0
168,168,DALYs (Disability-Adjusted Life Years),Global,Male,85 to 89,Bulimia nervosa,Number,1990,0.0,0.0,0.0
169,169,DALYs (Disability-Adjusted Life Years),Global,Female,85 to 89,Bulimia nervosa,Number,1990,0.0,0.0,0.0
170,170,DALYs (Disability-Adjusted Life Years),Global,Both,85 to 89,Bulimia nervosa,Number,1990,0.0,0.0,0.0
171,171,DALYs (Disability-Adjusted Life Years),Global,Male,90 to 94,Bulimia nervosa,Number,1990,0.0,0.0,0.0
172,172,DALYs (Disability-Adjusted Life Years),Global,Female,90 to 94,Bulimia nervosa,Number,1990,0.0,0.0,0.0
173,173,DALYs (Disability-Adjusted Life Years),Global,Both,90 to 94,Bulimia nervosa,Number,1990,0.0,0.0,0.0
174,174,DALYs (Disability-Adjusted Life Years),Global,Both,75 to 79,Bulimia nervosa,Number,1990,0.0,0.0,0.0
175,175,DALYs (Disability-Adjusted Life Years),Global,Both,35 to 39,Attention-deficit/hyperactivity disorder,Number,1990,35457.14325861084,56810.34032976261,21533.88303584086
176,176,DALYs (Disability-Adjusted Life Years),Global,Male,45 to 49,Autism spectrum disorders,Number,1990,107610.17110191737,146559.244057527,73854.412703286
177,177,DALYs (Disability-Adjusted Life Years),Global,Both,45 to 49,Autism spectrum disorders,Number,1990,139131.5335973308,189976.70741510505,95329.41952546831
178,178,DALYs (Disability-Adjusted Life Years),Global,Male,95 plus,Autism spectrum disorders,Number,1990,163.9827916777211,216.9224641141528,117.01922862251377
179,179,DALYs (Disability-Adjusted Life Years),Global,Female,95 plus,Autism spectrum disorders,Number,1990,134.04020447850343,179.1835222763747,93.81122259440279
180,180,DALYs (Disability-Adjusted Life Years),Global,Both,95 plus,Autism spectrum disorders,Number,1990,298.0229961562245,397.4145591771687,211.78585089259914
181,181,DALYs (Disability-Adjusted Life Years),Global,Male,01 to 04,Attention-deficit/hyperactivity disorder,Number,1990,8950.33018612225,14678.578236267364,5299.020989314749
182,182,DALYs (Disability-Adjusted Life Years),Global,Female,01 to 04,Attention-deficit/hyperactivity disorder,Number,1990,3393.224544510813,5517.345489840642,1993.168553204379
183,183,DALYs (Disability-Adjusted Life Years),Global,Both,01 to 04,Attention-deficit/hyperactivity disorder,Number,1990,12343.554730633065,19940.913932938558,7377.234539915812
184,184,DALYs (Disability-Adjusted Life Years),Global,Male,05 to 09,Attention-deficit/hyperactivity disorder,Number,1990,84770.76676575783,135953.8823672084,50446.58749937495
185,185,DALYs (Disability-Adjusted Life Years),Global,Female,05 to 09,Attention-deficit/hyperactivity disorder,Number,1990,32718.967307000963,53292.02574310895,19578.239758464635
186,186,DALYs (Disability-Adjusted Life Years),Global,Both,05 to 09,Attention-deficit/hyperactivity disorder,Number,1990,117489.7340727588,189319.99681872482,70224.05364003048
187,187,DALYs (Disability-Adjusted Life Years),Global,Male,10 to 14,Attention-deficit/hyperactivity disorder,Number,1990,105339.75829799207,170518.82502358654,63049.684892554236
188,188,DALYs (Disability-Adjusted Life Years),Global,Female,10 to 14,Attention-deficit/hyperactivity disorder,Number,1990,41204.07524745477,67473.80243840959,24548.502424289443
189,189,DALYs (Disability-Adjusted Life Years),Global,Both,10 to 14,Attention-deficit/hyperactivity disorder,Number,1990,146543.8335454468,237595.69992167546,88391.1086162401
190,190,DALYs (Disability-Adjusted Life Years),Global,Male,15 to 19,Attention-deficit/hyperactivity disorder,Number,1990,85557.78471561628,136520.6284282121,50671.164907297956
